SKU,Name,Categories,Regular price,Sale price,Images,Short description,Description,In stock?,Published
CBCF350,Combo bàn cafe tròn và 2 ghế sắt,Bàn ghế Cafe - Ngoài trời > Bộ Bàn Ghế Cafe,2080000,1980000,"/images/products/CBCF350-1.jpg, /images/products/CBCF350-2.jpg, /images/products/CBCF350-3.jpg","Ghế công thái học, êm ái và bền bỉ.","Combo bàn cafe tròn và 2 ghế sắt mang đến trải nghiệm ngồi thoải mái, hỗ trợ tư thế đúng chuẩn cho thời gian sử dụng dài mà không gây mỏi mệt.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: CBCF350
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế công thái học, nâng đỡ tốt cho vùng lưng và cổ
• Khung ghế chắc chắn, chịu tải trọng tốt, đảm bảo an toàn khi sử dụng
• Đệm ngồi êm ái, thoáng khí, phù hợp ngồi làm việc/sinh hoạt trong thời gian dài
• Kiểu dáng hiện đại, dễ dàng kết hợp với nhiều không gian nội thất

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian bàn ghế cafe - ngoài trời, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBCO059,Bàn góc L chân gác tủ 140x120cm gỗ cao su chân hệ CONE,Nội thất văn phòng > Bàn Văn Phòng > Bàn Giám Đốc,4650000,,"/images/products/HBCO059-1.jpg, /images/products/HBCO059-2.jpg, /images/products/HBCO059-3.jpg, /images/products/HBCO059-4.jpg, /images/products/HBCO059-5.jpg, /images/products/HBCO059-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn góc L chân gác tủ 140x120cm gỗ cao su chân hệ CONE là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ cao su tự nhiên, đã qua xử lý chống mối mọt và cong vênh
• Kích thước: 140x120cm
• Mã sản phẩm: HBCO059
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBRT105,Bàn làm việc 160x70cm gỗ cao su hệ Rectang,Nội thất văn phòng > Bàn Văn Phòng > Bàn Nhân Viên,2550000,,/images/products/HBRT105-1.jpg,"Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn làm việc 160x70cm gỗ cao su hệ Rectang là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ cao su tự nhiên, đã qua xử lý chống mối mọt và cong vênh
• Kích thước: 160x70cm
• Mã sản phẩm: HBRT105
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBRT106,Bàn giám đốc có tủ di động 160x70cm gỗ cao su,Nội thất văn phòng > Bàn Văn Phòng > Bàn Giám Đốc,6250000,,"/images/products/HBRT106-1.jpg, /images/products/HBRT106-2.jpg, /images/products/HBRT106-3.jpg, /images/products/HBRT106-4.jpg, /images/products/HBRT106-5.jpg, /images/products/HBRT106-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn giám đốc có tủ di động 160x70cm gỗ cao su là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ cao su tự nhiên, đã qua xử lý chống mối mọt và cong vênh
• Kích thước: 160x70cm
• Mã sản phẩm: HBRT106
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBUC061,Bàn họp 200x100cm gỗ cao su chân sắt hệ UConcept,Nội thất văn phòng > Bàn Văn Phòng > Bàn Họp,4545000,,/images/products/HBUC061-1.jpg,"Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn họp 200x100cm gỗ cao su chân sắt hệ UConcept là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ cao su tự nhiên, đã qua xử lý chống mối mọt và cong vênh; chân/khung sắt sơn tĩnh điện chắc chắn, chống gỉ sét
• Kích thước: 200x100cm
• Mã sản phẩm: HBUC061
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBUC033,Bàn giám đốc 180x160cm chân bàn kết hợp tủ hệ Uconcept,Nội thất văn phòng > Bàn Văn Phòng > Bàn Giám Đốc,10120000,,"/images/products/HBUC033-1.jpg, /images/products/HBUC033-2.jpg, /images/products/HBUC033-3.jpg, /images/products/HBUC033-4.jpg, /images/products/HBUC033-5.jpg, /images/products/HBUC033-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn giám đốc 180x160cm chân bàn kết hợp tủ hệ Uconcept là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Kích thước: 180x160cm
• Mã sản phẩm: HBUC033
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBOV013,Bàn cụm 4 240x120 hệ Oval Concept lắp ráp,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 4 người,4950000,,"/images/products/HBOV013-1.png, /images/products/HBOV013-2.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn cụm 4 240x120 hệ Oval Concept lắp ráp là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chất liệu cao cấp, chọn lọc kỹ càng đảm bảo độ bền và tính thẩm mỹ
• Mã sản phẩm: HBOV013
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBRT055,Bàn cụm 4 người 120x240cm gỗ Plywood hệ RECTANG,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 4 người,4950000,,"/images/products/HBRT055-1.jpg, /images/products/HBRT055-2.jpg, /images/products/HBRT055-3.jpg, /images/products/HBRT055-4.png, /images/products/HBRT055-5.png, /images/products/HBRT055-6.png","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn cụm 4 người 120x240cm gỗ Plywood hệ RECTANG là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ plywood nhiều lớp, chịu lực tốt, ít cong vênh theo thời gian
• Kích thước: 120x240cm
• Mã sản phẩm: HBRT055
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBCO027,Bàn cụm 4 người 240x120cm gỗ PLywood chân sắt hệ CONE,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 4 người,5390000,,"/images/products/HBCO027-1.jpg, /images/products/HBCO027-2.jpg, /images/products/HBCO027-3.jpg, /images/products/HBCO027-4.jpg, /images/products/HBCO027-5.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn cụm 4 người 240x120cm gỗ PLywood chân sắt hệ CONE là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ plywood nhiều lớp, chịu lực tốt, ít cong vênh theo thời gian; chân/khung sắt sơn tĩnh điện chắc chắn, chống gỉ sét
• Kích thước: 240x120cm
• Mã sản phẩm: HBCO027
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBUC014,Bàn cụm 4 240x120 hệ UConcept chân sắt lắp ráp,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 4 người,4840000,,"/images/products/HBUC014-1.jpg, /images/products/HBUC014-2.jpg, /images/products/HBUC014-3.jpg, /images/products/HBUC014-4.jpg, /images/products/HBUC014-5.jpg, /images/products/HBUC014-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn cụm 4 240x120 hệ UConcept chân sắt lắp ráp là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Chân/khung sắt sơn tĩnh điện chắc chắn, chống gỉ sét
• Mã sản phẩm: HBUC014
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HBSL033,Bàn cụm 4 chỗ 280x240cm gỗ cao su chân sắt hệ Slean,Nội thất văn phòng > Bàn Văn Phòng > Cụm bàn 4 người,10500000,,"/images/products/HBSL033-1.jpg, /images/products/HBSL033-2.jpg, /images/products/HBSL033-3.jpg, /images/products/HBSL033-4.jpg, /images/products/HBSL033-5.jpg, /images/products/HBSL033-6.jpg","Bàn thiết kế chắc chắn, tối ưu không gian sử dụng.","Bàn cụm 4 chỗ 280x240cm gỗ cao su chân sắt hệ Slean là lựa chọn lý tưởng cho không gian làm việc và sinh hoạt hiện đại, kết hợp giữa tính thẩm mỹ và công năng sử dụng thực tế.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Gỗ cao su tự nhiên, đã qua xử lý chống mối mọt và cong vênh; chân/khung sắt sơn tĩnh điện chắc chắn, chống gỉ sét
• Kích thước: 280x240cm
• Mã sản phẩm: HBSL033
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Mặt bàn rộng rãi, đủ không gian đặt máy tính, tài liệu và vật dụng cá nhân
• Khung/chân bàn chắc chắn, chịu lực tốt, hạn chế rung lắc khi sử dụng
• Thiết kế tối giản, dễ phối hợp với nhiều phong cách nội thất khác nhau
• Dễ dàng lắp ráp và vệ sinh, bảo trì trong quá trình sử dụng lâu dài

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
GVP900,Ghế công thái học lưới có gác chân,Nội thất văn phòng > Ghế Văn Phòng > Ghế Nhân Viên,3300000,,/images/products/GVP900-1.jpg,"Ghế công thái học, êm ái và bền bỉ.","Ghế công thái học lưới có gác chân mang đến trải nghiệm ngồi thoải mái, hỗ trợ tư thế đúng chuẩn cho thời gian sử dụng dài mà không gây mỏi mệt.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Lưng lưới thoáng khí, hỗ trợ tư thế ngồi đúng chuẩn
• Mã sản phẩm: GVP900
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế công thái học, nâng đỡ tốt cho vùng lưng và cổ
• Khung ghế chắc chắn, chịu tải trọng tốt, đảm bảo an toàn khi sử dụng
• Đệm ngồi êm ái, thoáng khí, phù hợp ngồi làm việc/sinh hoạt trong thời gian dài
• Kiểu dáng hiện đại, dễ dàng kết hợp với nhiều không gian nội thất

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
HOM1110-T03,Ghế lưới văn phòng có tựa đầu,Nội thất văn phòng > Ghế Văn Phòng > Ghế Nhân Viên,2750000,,"/images/products/HOM1110-T03-1.jpg, /images/products/HOM1110-T03-2.jpg, /images/products/HOM1110-T03-3.jpg, /images/products/HOM1110-T03-4.jpg, /images/products/HOM1110-T03-5.jpg, /images/products/HOM1110-T03-6.jpg","Ghế công thái học, êm ái và bền bỉ.","Ghế lưới văn phòng có tựa đầu mang đến trải nghiệm ngồi thoải mái, hỗ trợ tư thế đúng chuẩn cho thời gian sử dụng dài mà không gây mỏi mệt.

THÔNG SỐ KỸ THUẬT
• Chất liệu: Lưng lưới thoáng khí, hỗ trợ tư thế ngồi đúng chuẩn
• Mã sản phẩm: HOM1110-T03
• Bảo hành: 12 tháng

CÔNG NĂNG NỔI BẬT
• Thiết kế công thái học, nâng đỡ tốt cho vùng lưng và cổ
• Khung ghế chắc chắn, chịu tải trọng tốt, đảm bảo an toàn khi sử dụng
• Đệm ngồi êm ái, thoáng khí, phù hợp ngồi làm việc/sinh hoạt trong thời gian dài
• Kiểu dáng hiện đại, dễ dàng kết hợp với nhiều không gian nội thất

PHÙ HỢP KHÔNG GIAN
• Phù hợp bố trí trong không gian nội thất văn phòng, mang lại sự tiện nghi và thẩm mỹ cho tổng thể không gian.",instock,1
